ETF,hold_days,n,mean,median,win_rate,std,profit_factor,final_multiple,max_drawdown,rand_mean_avg,rand_mean_p95,rand_mean_p05,rand_final_avg,rand_final_p95
VXX,1,36,-0.0019553539497000954,-0.004688403074451507,0.3888888888888889,0.028331629268530514,0.8316757838664309,0.9190245172674884,-0.2709320180784114,-0.0022227648114363156,0.01181561591036735,-0.014248771412969593,0.9228216940661644,1.443567359598795
VXX,2,36,-0.003931964746397081,-0.008962835018986426,0.4166666666666667,0.05252495303923673,0.8222142170454572,0.8270122074540951,-0.42226259594756943,-0.0036246092898788696,0.016086095393502076,-0.021080026318401793,0.8758916444645076,1.5647869286217673
VXX,3,36,0.007835386185701291,0.0009306395963338274,0.5,0.05603371952755528,1.4743791816680838,1.2548985711208644,-0.3207821275377417,-0.0051760126204318255,0.0177089402670118,-0.026251384922163598,0.8275075363122881,1.59775672864469
VXX,5,36,0.016521450474254615,-0.020131298115538265,0.3888888888888889,0.16316232856557514,1.5678893598417605,1.3093855418608853,-0.47363599281361835,-0.00809995677819936,0.02309720413569748,-0.03537464726418658,0.7449679926842,1.6765406122740698
